#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	8	1022	1.14	4.28e-05	9606.ENSP00000262965,9606.ENSP00000264824,9606.ENSP00000350844,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,LYL1,PAX5,ID3,ID1,TCF4,CREB1,TCF12
GO:0008134	transcription factor binding	7	672	1.27	4.28e-05	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,ID3,ID1,TCF4,CREB1,TCF12
GO:0140110	transcription regulator activity	9	1657	0.99	4.28e-05	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000264824,9606.ENSP00000350844,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,LYL1,PAX5,ID3,ID1,TCF4,CREB1,TCF12
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	7	878	1.15	0.00011	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000264824,9606.ENSP00000350844,9606.ENSP00000381382,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,LYL1,PAX5,TCF4,CREB1,TCF12
GO:0098772	molecular function regulator	10	3422	0.72	0.00022	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000264824,9606.ENSP00000289749,9606.ENSP00000350844,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,LYL1,NBL1,PAX5,ID3,ID1,TCF4,CREB1,TCF12
GO:0043425	bHLH transcription factor binding	3	28	2.28	0.00031	9606.ENSP00000262965,9606.ENSP00000381382,9606.ENSP00000388940	TCF3,TCF4,TCF12
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	6	672	1.2	0.00032	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000350844,9606.ENSP00000381382,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,PAX5,TCF4,CREB1,TCF12
GO:0140297	DNA-binding transcription factor binding	5	366	1.39	0.00037	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000381382,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,TCF4,CREB1,TCF12
GO:0070888	E-box binding	3	49	2.04	0.00094	9606.ENSP00000262965,9606.ENSP00000381382,9606.ENSP00000388940	TCF3,TCF4,TCF12
GO:0003712	transcription coregulator activity	5	571	1.19	0.0025	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000387699	TCF3,EP300,ID3,ID1,CREB1
GO:0046983	protein dimerization activity	6	1037	1.01	0.0025	9606.ENSP00000262965,9606.ENSP00000264824,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000388940	TCF3,LYL1,ID3,ID1,TCF4,TCF12
GO:0003713	transcription coactivator activity	4	316	1.35	0.0058	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000363689,9606.ENSP00000365280	TCF3,EP300,ID3,ID1
GO:0035497	cAMP response element binding	2	14	2.41	0.0090	9606.ENSP00000387699,9606.ENSP00000388940	CREB1,TCF12
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	4	449	1.2	0.0204	9606.ENSP00000350844,9606.ENSP00000381382,9606.ENSP00000387699,9606.ENSP00000388940	PAX5,TCF4,CREB1,TCF12
GO:0008022	protein C-terminus binding	3	199	1.43	0.0366	9606.ENSP00000263253,9606.ENSP00000365280,9606.ENSP00000381382	EP300,ID1,TCF4
