Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-4.0,0.0,0.0
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-3.8,12.679,12.09
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-3.7,4.043,3.02
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-3.7,25.884,25.322
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-3.7,25.633,25.024
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-3.7,25.799,24.55
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-3.5,12.06,11.3
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-3.5,2.548,2.368
6gh8(chain_b)_Lujo_12035_uff_E=87.95,-3.5,32.177,31.354
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.5,0.0,0.0
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.4,2.565,1.905
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.4,6.281,2.299
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.3,6.367,4.533
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.2,5.549,3.817
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.2,8.608,5.499
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.2,5.912,2.832
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.2,25.639,24.892
6gh8(chain_b)_Lujo_37542_uff_E=563.85,-5.2,25.93,24.578
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.9,0.0,0.0
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.6,2.661,1.626
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.5,25.221,24.261
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.5,25.296,24.369
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.3,2.562,2.331
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.3,24.071,23.151
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.3,25.844,24.907
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.2,25.599,24.667
6gh8(chain_b)_Lujo_492405_uff_E=70.90,-4.2,24.764,23.909
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-6.8,0.0,0.0
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-6.2,4.975,2.659
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-6.0,21.519,18.042
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-5.8,22.097,18.433
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-5.8,23.028,20.033
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-5.7,21.847,18.421
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-5.5,24.061,19.997
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-5.4,22.916,19.937
6gh8(chain_b)_Lujo_60823_uff_E=1148.02,-5.4,4.47,2.672
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.1,14.295,14.295
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.1,16.942,16.942
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.1,1.919,1.919
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.0,28.558,28.558
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.0,18.543,18.543
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.0,12.279,12.279
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.0,26.271,26.271
6gh8(chain_b)_Lujo_Amb10603959_uff_E=1790.95,-1.0,19.995,19.995
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.1,14.294,14.294
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.1,16.942,16.942
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.1,1.919,1.919
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.0,15.836,15.836
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.0,28.558,28.558
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.0,18.543,18.543
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.0,26.275,26.275
6gh8(chain_b)_Lujo_Amb10843637_uff_E=717.94,-1.0,12.279,12.279
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-7.5,0.0,0.0
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-6.7,7.959,2.629
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-6.6,20.826,16.96
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-6.6,2.22,1.832
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-6.6,3.585,2.045
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-6.6,4.876,2.579
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-6.5,8.636,3.004
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-6.4,22.245,18.315
6gh8(chain_b)_Lujo_Amb16207450_uff_E=645.18,-6.4,4.879,2.562
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.8,0.0,0.0
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.7,3.932,2.027
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.7,19.995,18.985
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.4,18.719,17.412
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.4,19.558,19.078
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.4,19.149,18.131
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.4,3.291,1.838
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.2,19.025,18.187
6gh8(chain_b)_Lujo_Amb17607398_uff_E=6984.18,-5.2,20.687,19.437
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-6.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-6.1,23.136,22.227
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-5.9,21.636,20.852
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-5.9,24.328,23.084
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-5.8,2.27,0.853
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-5.8,22.068,21.31
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-5.7,3.163,1.938
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-5.6,23.97,22.722
6gh8(chain_b)_Lujo_Amb17607406_uff_E=4727.87,-5.6,22.986,22.081
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-6.2,0.0,0.0
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-6.2,3.266,1.611
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-6.0,21.804,21.153
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-5.9,2.27,0.824
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-5.8,23.031,22.036
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-5.8,2.23,1.511
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-5.7,8.908,7.838
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-5.7,23.221,22.187
6gh8(chain_b)_Lujo_Amb17607489_uff_E=4968.16,-5.7,24.995,24.162
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.5,0.0,0.0
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.3,20.227,19.174
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.3,20.245,19.037
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.2,18.41,17.241
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.2,3.996,2.014
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.1,18.343,17.384
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.1,9.739,9.021
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.0,20.915,19.84
6gh8(chain_b)_Lujo_Amb17607537_uff_E=6597.36,-5.0,3.569,1.655
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-5.2,0.0,0.0
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-4.9,23.065,22.251
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-4.9,8.088,7.033
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-4.9,7.83,7.055
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-4.8,23.252,22.355
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-4.8,22.715,21.991
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-4.7,2.661,2.086
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-4.6,12.729,12.402
6gh8(chain_b)_Lujo_Amb17607606_uff_E=5838.73,-4.5,3.653,2.77
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-7.3,0.0,0.0
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-7.3,3.887,2.349
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-7.0,4.73,2.479
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-6.7,5.013,3.065
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-6.3,22.68,19.008
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-6.2,23.707,19.685
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-6.2,4.429,2.592
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-6.2,21.783,17.865
6gh8(chain_b)_Lujo_Amb17608545_uff_E=798.50,-6.2,5.099,2.579
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-8.3,0.0,0.0
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-8.2,21.692,18.286
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-7.8,22.625,19.224
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-7.8,21.775,17.983
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-7.6,12.474,4.555
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-7.5,21.93,18.123
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-7.5,22.685,18.888
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-7.4,22.068,18.389
6gh8(chain_b)_Lujo_Amb17608546_uff_E=1095.33,-7.2,21.975,18.051
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-7.0,0.0,0.0
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-7.0,18.32,14.548
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-6.7,2.44,1.749
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-6.4,21.587,17.843
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-6.4,21.37,17.509
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-6.3,15.215,9.977
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-6.2,24.635,22.709
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-6.1,20.831,17.157
6gh8(chain_b)_Lujo_Amb17608547_uff_E=800.61,-6.1,2.093,1.578
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-1.2,0.0,0.0
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-1.0,9.36,9.36
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-0.9,9.291,9.291
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-0.9,5.942,5.942
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-0.8,10.911,10.911
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-0.8,6.043,6.043
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-0.8,11.187,11.187
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-0.8,7.435,7.435
6gh8(chain_b)_Lujo_Amb17608552_uff_E=653.94,-0.7,8.719,8.719
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-7.0,0.0,0.0
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-6.8,2.795,1.978
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-6.8,21.193,17.682
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-6.6,21.358,18.008
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-6.5,10.126,6.301
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-6.4,8.638,5.45
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-6.4,23.436,18.36
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-6.3,9.408,5.464
6gh8(chain_b)_Lujo_Amb17608554_uff_E=865.04,-6.3,4.013,2.583
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-10.4,0.0,0.0
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-10.2,23.808,21.818
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-10.0,22.618,20.563
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-10.0,22.729,20.618
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-10.0,25.771,23.554
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-9.8,22.276,20.423
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-9.8,11.274,8.625
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-9.8,12.436,9.311
6gh8(chain_b)_Lujo_Amb17608558_uff_E=17030.05,-9.7,24.071,22.022
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-7.5,0.0,0.0
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-7.3,9.238,5.627
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-6.9,9.068,4.973
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-6.9,2.084,1.159
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-6.7,9.405,5.139
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-6.7,24.516,22.786
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-6.7,4.804,3.254
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-6.7,10.316,5.192
6gh8(chain_b)_Lujo_Amb17608560_uff_E=870.37,-6.7,5.606,2.558
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.9,0.0,0.0
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.9,4.588,2.531
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.9,1.806,1.349
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.6,7.227,4.136
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.5,4.966,2.335
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.5,19.798,16.664
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.5,7.266,4.119
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.5,20.167,15.993
6gh8(chain_b)_Lujo_Amb17608568_uff_E=678.91,-6.4,19.943,16.324
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-8.0,0.0,0.0
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-7.9,4.378,2.28
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-7.6,8.254,3.088
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-7.6,10.265,2.894
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-7.3,20.477,16.863
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-7.3,21.432,16.96
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-7.3,9.735,3.229
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-7.1,10.967,3.912
6gh8(chain_b)_Lujo_Amb17609209_uff_E=886.01,-7.0,2.78,1.663
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-13.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-12.6,20.932,17.476
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-12.4,8.959,4.989
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-11.7,11.286,8.647
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-11.6,9.889,5.509
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-11.6,9.953,5.866
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-11.5,21.059,18.266
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-11.4,12.159,9.353
6gh8(chain_b)_Lujo_Amb17609270_uff_E=23487.31,-11.3,23.482,22.484
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-7.7,0.0,0.0
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-7.5,4.556,2.155
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-7.3,4.729,2.266
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-7.3,20.802,16.427
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-7.0,20.662,16.435
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-6.9,5.438,2.364
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-6.5,20.28,16.473
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-6.5,21.364,16.955
6gh8(chain_b)_Lujo_Amb17611650_uff_E=877.04,-6.4,22.016,18.021
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-7.4,0.0,0.0
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-7.3,5.07,2.649
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-7.2,5.134,2.336
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-7.1,22.992,19.427
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-7.1,23.591,20.634
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-6.9,22.905,19.341
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-6.8,5.039,2.355
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-6.8,24.821,21.09
6gh8(chain_b)_Lujo_Amb17615141_uff_E=857.50,-6.8,23.442,20.566
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.8,0.0,0.0
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.7,23.131,19.699
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.3,5.392,2.951
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.2,4.804,2.605
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.2,23.571,19.944
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.1,8.676,6.01
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.1,5.242,2.782
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.0,5.818,3.378
6gh8(chain_b)_Lujo_Amb17615142_uff_E=834.54,-7.0,3.987,2.37
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-7.6,0.0,0.0
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-7.2,4.929,2.636
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-7.1,9.378,3.39
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-7.0,5.361,2.563
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-6.9,20.952,17.348
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-6.7,8.203,3.158
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-6.6,24.068,19.742
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-6.4,23.956,19.511
6gh8(chain_b)_Lujo_Amb17615145_uff_E=692.29,-6.3,23.204,19.66
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-6.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-5.9,24.266,22.043
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-5.6,25.185,23.24
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-5.5,24.37,22.352
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-5.4,22.887,21.895
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-5.4,23.644,22.161
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-5.3,17.161,15.154
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-5.3,23.504,21.988
6gh8(chain_b)_Lujo_Amb17616251_uff_E=619.88,-5.2,21.537,19.223
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-6.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-6.1,1.837,1.459
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-5.9,24.288,22.168
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-5.6,25.227,23.307
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-5.5,25.945,24.186
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-5.3,23.601,22.121
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-5.3,6.023,3.388
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-5.3,6.403,3.456
6gh8(chain_b)_Lujo_Amb17616257_uff_E=619.88,-5.2,16.806,14.588
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-5.2,0.0,0.0
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-5.1,12.99,11.904
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-5.1,12.326,10.529
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-5.0,13.773,12.468
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-4.9,4.843,2.665
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-4.8,30.648,29.495
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-4.7,31.974,30.332
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-4.6,31.689,30.447
6gh8(chain_b)_Lujo_Amb17616284_uff_E=404.54,-4.6,31.375,29.673
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-7.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-6.6,9.423,3.873
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-6.5,2.13,1.465
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-6.5,9.659,3.871
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-6.3,10.914,4.23
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-6.2,5.291,2.772
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-6.1,5.011,2.476
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-6.1,21.921,18.039
6gh8(chain_b)_Lujo_Amb17617195_uff_E=691.03,-6.0,22.894,20.212
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-5.3,0.0,0.0
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-5.2,4.652,2.917
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-5.2,25.26,23.857
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-5.2,2.733,2.07
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-4.9,6.741,2.617
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-4.9,12.581,11.009
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-4.9,17.394,15.259
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-4.9,27.862,27.208
6gh8(chain_b)_Lujo_Amb17619923_uff_E=371.91,-4.8,26.305,24.227
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.4,0.0,0.0
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.3,5.552,3.029
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.3,3.499,2.626
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.2,15.802,14.468
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.2,5.677,3.812
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.1,5.871,3.507
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.1,5.07,3.449
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.0,24.136,22.879
6gh8(chain_b)_Lujo_Amb17619924_uff_E=456.03,-5.0,3.779,2.264
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-5.4,0.0,0.0
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-5.1,24.297,23.034
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-5.1,6.331,2.153
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-5.0,6.235,3.012
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-5.0,2.776,1.59
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-5.0,3.53,2.469
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-4.8,6.38,4.141
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-4.8,23.962,23.232
6gh8(chain_b)_Lujo_Amb17619925_uff_E=387.66,-4.7,6.031,2.586
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-6.0,0.0,0.0
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-5.9,23.656,22.075
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-5.7,26.23,24.388
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-5.7,25.203,23.239
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-5.7,23.232,21.983
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-5.6,24.483,22.341
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-5.6,23.753,22.233
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-5.5,24.507,22.815
6gh8(chain_b)_Lujo_Amb17619926_uff_E=1447.17,-5.4,27.251,25.651
6gh8(chain_b)_Lujo_Amb17619928_uff_E=2002.92,-5.9,0.0,0.0
6gh8(chain_b)_Lujo_Amb17619928_uff_E=2002.92,-5.7,25.102,22.658
6gh8(chain_b)_Lujo_Amb17619928_uff_E=2002.92,-5.7,18.05,13.911
6gh8(chain_b)_Lujo_Amb17619928_uff_E=2002.92,-5.6,24.839,22.646
6gh8(chain_b)_Lujo_Amb17619928_uff_E=2002.92,-5.6,9.317,5.436
